DAY,REGION,CUSTOMER_TYPE,BATTERY_ACTION,ACTION_COUNT,TOTAL_IMPORT_KWH,TOTAL_EXPORT_KWH,TOTAL_IMPORT_COST_EUR,TOTAL_EXPORT_REVENUE_EUR,TOTAL_NET_MARGIN_EUR,TOTAL_CUSTOMER_MARGIN_EUR,TOTAL_EPOWER_MARGIN_EUR
2026-05-12,South,Gewerbekunde,SELF_CONSUME,4650,2662.6,2504.8,266.4108,283.0273,16.6165,11.6388,4.9863
2026-05-12,South,Kleingewerbe,CHARGE,4664,13303.7,211.3,519.8725,12.2304,-507.6421,-355.3439,-152.2934
2026-05-12,South,Kleingewerbe,DISCHARGE,2544,0,8670,0,1233.7237,1233.7237,863.6027,370.1381
2026-05-12,South,Kleingewerbe,SELF_CONSUME,13144,7798.3,6927.9,785.7231,780.5807,-5.1424,-3.5851,-1.5444
2026-05-12,South,Privatkunde,CHARGE,18370,52990.8,884.9,2075.5453,51.2622,-2024.2831,-1416.9662,-607.2831
2026-05-12,South,Privatkunde,DISCHARGE,10020,0,34914,0,4967.4005,4967.4005,3477.1643,1490.2994
2026-05-12,South,Privatkunde,SELF_CONSUME,51770,30116.8,27849.5,3013.3025,3145.9183,132.6158,92.8767,39.7832
2026-05-12,West,Gewerbekunde,CHARGE,1738,5033.8,65.5,196.1423,3.792,-192.3503,-134.6422,-57.7038
2026-05-12,West,Gewerbekunde,DISCHARGE,948,0,3258,0,463.6149,463.6149,324.5278,139.0942
2026-05-12,West,Gewerbekunde,SELF_CONSUME,4898,2879,2421.3,289.0909,274.9676,-14.1233,-9.8842,-4.2374
2026-05-12,West,Kleingewerbe,CHARGE,4708,13486.2,198.5,526.5377,11.5104,-515.0273,-360.5114,-154.5065
2026-05-12,West,Kleingewerbe,DISCHARGE,2568,0,9126,0,1298.4049,1298.4049,908.8791,389.5427
2026-05-12,West,Kleingewerbe,SELF_CONSUME,13268,7805.8,7233.1,785.7345,816.0126,30.2781,21.2064,9.0874
2026-05-12,West,Privatkunde,CHARGE,19910,57125,940.8,2235.0032,54.5448,-2180.4584,-1526.2832,-654.1274
2026-05-12,West,Privatkunde,DISCHARGE,10860,0,37932,0,5397.4812,5397.4812,3778.2199,1619.3279
2026-05-12,West,Privatkunde,SELF_CONSUME,56110,32549.4,29980.8,3262.557,3381.7703,119.2133,83.5101,35.7602
2026-05-13,East,Gewerbekunde,CHARGE,176,98.6,55.1,6.5106,3.659,-2.8516,-1.9959,-0.856
2026-05-13,East,Gewerbekunde,DISCHARGE,1364,163.8,3884,22.1977,584.4954,562.2977,393.6085,168.6938
2026-05-13,East,Gewerbekunde,SELF_CONSUME,2684,1387.6,1416.9,139.6683,154.143,14.4747,10.1327,4.3428
2026-05-13,East,Kleingewerbe,CHARGE,604,373.2,190.4,24.7312,12.614,-12.1172,-8.4808,-3.635
2026-05-13,East,Kleingewerbe,DISCHARGE,4681,524.7,13501.3,71.033,2028.8529,1957.8199,1370.4737,587.3582
2026-05-13,East,Kleingewerbe,SELF_CONSUME,9211,5125.7,4453.5,511.9837,485.2961,-26.6876,-18.6763,-8.0049
2026-05-13,East,Privatkunde,CHARGE,2452,1477.3,776.7,97.8816,51.447,-46.4346,-32.5009,-13.9275
2026-05-13,East,Privatkunde,DISCHARGE,19003,2201.1,54912.8,297.885,8251.4993,7953.6143,5567.5264,2386.1314
2026-05-13,East,Privatkunde,SELF_CONSUME,37393,21023.2,18194.5,2105.1937,1984.3788,-120.8149,-84.5603,-36.2422
2026-05-13,North,Gewerbekunde,CHARGE,268,145.8,93.9,9.6579,6.2084,-3.4495,-2.4142,-1.0343
2026-05-13,North,Gewerbekunde,DISCHARGE,2077,225.1,5988.5,30.4783,900.2386,869.7603,608.8327,260.9338
2026-05-13,North,Gewerbekunde,SELF_CONSUME,4087,2198.7,1994.4,221.792,216.9274,-4.8646,-3.406,-1.4601
2026-05-13,North,Kleingewerbe,CHARGE,644,386.8,215.9,25.608,14.316,-11.292,-7.9024,-3.3863
2026-05-13,North,Kleingewerbe,DISCHARGE,4991,550.4,14514.6,74.5621,2180.723,2106.1609,1474.3145,631.8611
2026-05-13,North,Kleingewerbe,SELF_CONSUME,9821,5390.4,4878.7,536.2069,532.6714,-3.5355,-2.4671,-1.0603
2026-05-13,North,Privatkunde,CHARGE,2744,1551.1,908.2,102.6677,60.1391,-42.5286,-29.7694,-12.758
2026-05-13,North,Privatkunde,DISCHARGE,21266,2378.4,61794.7,321.9874,9288.6378,8966.6504,6276.6474,2690.0558
2026-05-13,North,Privatkunde,SELF_CONSUME,41846,23020.5,20485.9,2306.5235,2233.8972,-72.6263,-50.8215,-21.7681
2026-05-13,South,Gewerbekunde,CHARGE,300,180.4,106.5,11.9602,7.0424,-4.9178,-3.4416,-1.4759
2026-05-13,South,Gewerbekunde,DISCHARGE,2325,272.7,6710,36.8931,1010.8198,973.9267,681.748,292.1853
2026-05-13,South,Gewerbekunde,SELF_CONSUME,4575,2632.5,2231.5,260.9651,243.516,-17.4491,-12.2146,-5.2354
2026-05-13,South,Kleingewerbe,CHARGE,848,515.8,276.3,34.133,18.3207,-15.8123,-11.0666,-4.7436
2026-05-13,South,Kleingewerbe,DISCHARGE,6572,749.5,18896.5,101.5437,2843.3685,2741.8248,1919.2734,822.5646
2026-05-13,South,Kleingewerbe,SELF_CONSUME,12932,7115.1,6173.2,711.9302,671.0835,-40.8467,-28.5885,-12.2466
2026-05-13,South,Privatkunde,CHARGE,3340,1936,1134.8,128.1811,75.1213,-53.0598,-37.1399,-15.9163
2026-05-13,South,Privatkunde,DISCHARGE,25885,2799.2,75139.6,378.8179,11296.4578,10917.6399,7642.3364,3275.3642
2026-05-13,South,Privatkunde,SELF_CONSUME,50935,28180.4,25057.2,2820.3761,2726.8095,-93.5666,-65.4793,-28.0721
2026-05-13,West,Gewerbekunde,CHARGE,316,187.1,114,12.4207,7.5287,-4.892,-3.4242,-1.4673
2026-05-13,West,Gewerbekunde,DISCHARGE,2449,236.7,7172.6,31.9855,1076.8939,1044.9084,731.4318,313.4788
2026-05-13,West,Gewerbekunde,SELF_CONSUME,4819,2701,2370.2,268.9535,258.4053,-10.5482,-7.3848,-3.1657
2026-05-13,West,Kleingewerbe,CHARGE,856,520.9,250.2,34.5019,16.5919,-17.91,-12.535,-5.374
2026-05-13,West,Kleingewerbe,DISCHARGE,6634,755.5,19352.7,102.4422,2911.5387,2809.0965,1966.3689,842.748
2026-05-13,West,Kleingewerbe,SELF_CONSUME,13054,6955.2,6430.7,693.5848,702.7316,9.1468,6.4005,2.7522
2026-05-13,West,Privatkunde,CHARGE,3620,2040.7,1202.1,135.1366,79.5674,-55.5692,-38.8951,-16.669
2026-05-13,West,Privatkunde,DISCHARGE,28055,3144.2,80585,425.5624,12114.2984,11688.736,8182.0997,3506.6983
2026-05-13,West,Privatkunde,SELF_CONSUME,55205,30707.1,26809.3,3072.9453,2919.9589,-152.9864,-107.0758,-45.8759
2026-05-14,East,Gewerbekunde,CHARGE,1188,3663.6,31.3,84.0993,1.9431,-82.1562,-57.5108,-24.6514
2026-05-14,East,Gewerbekunde,DISCHARGE,1144,33.6,3782.8,4.6404,551.1965,546.5561,382.5869,163.9734
2026-05-14,East,Gewerbekunde,SELF_CONSUME,1892,1336.4,1157.5,137.282,137.7543,0.4723,0.3319,0.1434
2026-05-14,East,Kleingewerbe,CHARGE,4077,12461.4,96.5,288.8208,6.0239,-282.7969,-197.961,-84.8471
2026-05-14,East,Kleingewerbe,DISCHARGE,3926,150.6,12757.4,20.7989,1860.2332,1839.4343,1287.5989,551.8502
2026-05-14,East,Kleingewerbe,SELF_CONSUME,6493,4645.6,3935.7,478.0034,467.4308,-10.5726,-7.4019,-3.161
2026-05-14,East,Privatkunde,CHARGE,16551,50212.1,387.9,1150.0228,24.1464,-1125.8764,-788.1327,-337.8144
2026-05-14,East,Privatkunde,DISCHARGE,15938,691.6,51863.6,95.5139,7556.6635,7461.1496,5222.7827,2238.4218
2026-05-14,East,Privatkunde,SELF_CONSUME,26359,18925.1,15944.5,1953.5176,1896.806,-56.7116,-39.697,-16.9852
2026-05-14,North,Gewerbekunde,CHARGE,1809,5593.9,55.4,128.6164,3.4571,-125.1593,-87.6113,-37.5508
2026-05-14,North,Gewerbekunde,DISCHARGE,1742,82.2,5678.6,11.3525,827.9093,816.5568,571.5869,244.9753
2026-05-14,North,Gewerbekunde,SELF_CONSUME,2881,2036.3,1784.4,211.3246,210.9754,-0.3492,-0.2453,-0.1031
2026-05-14,North,Kleingewerbe,CHARGE,4347,13334.1,111.6,305.5208,6.9475,-298.5733,-209.0092,-89.5877
2026-05-14,North,Kleingewerbe,DISCHARGE,4186,201.6,13495.4,27.8421,1965.7926,1937.9505,1356.5616,581.4059
2026-05-14,North,Kleingewerbe,SELF_CONSUME,6923,4988.3,4245.8,514.8176,503.6933,-11.1243,-7.7859,-3.3313
2026-05-14,North,Privatkunde,CHARGE,18522,56384,440.7,1289.2601,27.4268,-1261.8333,-883.3015,-378.6044
2026-05-14,North,Privatkunde,DISCHARGE,17836,810,58266.6,111.8641,8493.1956,8381.3315,5866.9145,2514.4884
2026-05-14,North,Privatkunde,SELF_CONSUME,29498,20719.2,17871.9,2137.6387,2124.5326,-13.1061,-9.1664,-3.9007
2026-05-14,South,Gewerbekunde,CHARGE,2025,6177.3,38.4,143.2044,2.392,-140.8124,-98.5691,-42.2496
2026-05-14,South,Gewerbekunde,DISCHARGE,1950,84,6451,11.6005,940.9024,929.3019,650.5092,278.7989
2026-05-14,South,Gewerbekunde,SELF_CONSUME,3225,2385.5,1926.6,246.925,229.0521,-17.8729,-12.5122,-5.3585
2026-05-14,South,Kleingewerbe,CHARGE,5724,17363,148.2,399.1373,9.2261,-389.9112,-272.9444,-116.991
2026-05-14,South,Kleingewerbe,DISCHARGE,5512,254.6,17791.6,35.1611,2593.7017,2558.5406,1790.9727,767.589
2026-05-14,South,Kleingewerbe,SELF_CONSUME,9116,6724,5418.2,696.0501,643.7236,-52.3265,-36.6262,-15.6916
2026-05-14,South,Privatkunde,CHARGE,22545,68775.4,550.4,1578.094,34.308,-1543.786,-1080.6675,-463.2046
2026-05-14,South,Privatkunde,DISCHARGE,21710,925.4,70692.4,127.8017,10303.3574,10175.5557,7122.8601,3052.7651
2026-05-14,South,Privatkunde,SELF_CONSUME,35905,25883.2,21604.8,2672.9954,2569.1348,-103.8606,-72.7092,-31.1296
2026-05-14,West,Gewerbekunde,CHARGE,2133,6540.8,50.5,150.3834,3.1465,-147.2369,-103.0674,-44.178
2026-05-14,West,Gewerbekunde,DISCHARGE,2054,84.2,6731.4,11.6282,980.5107,968.8825,678.2152,290.6734
2026-05-14,West,Gewerbekunde,SELF_CONSUME,3397,2495.4,2070.1,257.696,246.5338,-11.1622,-7.8143,-3.3498
2026-05-14,West,Kleingewerbe,CHARGE,5778,17622.1,141.7,402.4596,8.8259,-393.6337,-275.5522,-118.1108
2026-05-14,West,Kleingewerbe,DISCHARGE,5564,248.2,18066.2,34.2778,2631.6205,2597.3427,1818.132,779.2326
2026-05-14,West,Kleingewerbe,SELF_CONSUME,9202,6579.7,5617.7,679.1881,667.9562,-11.2319,-7.858,-3.3633
2026-05-14,West,Privatkunde,CHARGE,24435,74549.6,616,1704.6536,38.3622,-1666.2914,-1166.4303,-499.9595
2026-05-14,West,Privatkunde,DISCHARGE,23530,1107.8,76918,152.9919,11213.9595,11060.9676,7742.6485,3318.4088
2026-05-14,West,Privatkunde,SELF_CONSUME,38915,27884.2,23485.2,2880.4752,2789.1548,-91.3204,-63.9224,-27.3551
2026-05-15,East,Gewerbekunde,CHARGE,792,2368.2,30.1,104.9311,1.6809,-103.2502,-72.2765,-30.9771
2026-05-15,East,Gewerbekunde,DISCHARGE,1408,158.8,4069,21.33,584.8918,563.5618,394.4972,169.0732
2026-05-15,East,Gewerbekunde,SELF_CONSUME,2024,1527.4,934.1,153.2387,108.6898,-44.5489,-31.1834,-13.3634
2026-05-15,East,Kleingewerbe,CHARGE,2718,7900.6,99.5,350.8091,5.6802,-345.1289,-241.5888,-103.5429
2026-05-15,East,Kleingewerbe,DISCHARGE,4832,514.8,13990.1,69.1572,2011.5632,1942.406,1359.6957,582.7395
2026-05-15,East,Kleingewerbe,SELF_CONSUME,6946,5270.6,3038.8,525.9201,354.4198,-171.5003,-120.0448,-51.4546
2026-05-15,East,Privatkunde,CHARGE,11034,32866.2,400.9,1460.6049,22.3019,-1438.303,-1006.803,-431.5066
2026-05-15,East,Privatkunde,DISCHARGE,19616,2138,56957.2,286.9253,8190.1024,7903.1771,5532.2739,2371.0138
2026-05-15,East,Privatkunde,SELF_CONSUME,28198,22495,12353.9,2255.0465,1441.6421,-813.4044,-569.3498,-244.0288
2026-05-15,North,Gewerbekunde,CHARGE,1206,3573.1,46.7,158.7325,2.5098,-156.2227,-109.3565,-46.8681
2026-05-15,North,Gewerbekunde,DISCHARGE,2144,233.4,6323.2,31.3413,909.2567,877.9154,614.5465,263.3806
2026-05-15,North,Gewerbekunde,SELF_CONSUME,3082,2454.3,1378.5,245.5119,160.1418,-85.3701,-59.7568,-25.6095
2026-05-15,North,Kleingewerbe,CHARGE,2898,8550.8,98.9,379.895,5.5396,-374.3554,-262.0495,-112.3113
2026-05-15,North,Kleingewerbe,DISCHARGE,5152,565.4,14840.3,75.9218,2134.4809,2058.5591,1441.0062,617.5842
2026-05-15,North,Kleingewerbe,SELF_CONSUME,7406,5890.6,3080,591.9212,360.0966,-231.8246,-162.2757,-69.5453
2026-05-15,North,Privatkunde,CHARGE,12348,36420,446.9,1618.199,24.837,-1593.362,-1115.3492,-478.0288
2026-05-15,North,Privatkunde,DISCHARGE,21952,2402.5,63588.7,322.4385,9143.7223,8821.2838,6174.9651,2646.4542
2026-05-15,North,Privatkunde,SELF_CONSUME,31556,24879.1,14120.8,2493.026,1646.7805,-846.2455,-592.3477,-253.8839
2026-05-15,South,Gewerbekunde,CHARGE,1350,4031.6,51,179.4738,2.8263,-176.6475,-123.6532,-52.9968
2026-05-15,South,Gewerbekunde,DISCHARGE,2400,247.4,6950.1,33.1912,998.6876,965.4964,675.8545,289.6566
2026-05-15,South,Gewerbekunde,SELF_CONSUME,3450,2727.4,1571.3,272.5725,183.2795,-89.293,-62.5025,-26.7897
2026-05-15,South,Kleingewerbe,CHARGE,3816,11187.8,136.8,497.424,7.8452,-489.5788,-342.7022,-146.878
2026-05-15,South,Kleingewerbe,DISCHARGE,6784,705.5,19501,94.7364,2804.2749,2709.5385,1896.697,812.8836
2026-05-15,South,Kleingewerbe,SELF_CONSUME,9752,7710.7,4276.2,773.9784,499.547,-274.4314,-192.0951,-82.3367
2026-05-15,South,Privatkunde,CHARGE,15030,44397.5,528.2,1971.2593,29.4558,-1941.8035,-1359.2554,-582.5655
2026-05-15,South,Privatkunde,DISCHARGE,26720,2968.5,77428.1,398.5897,11129.7268,10731.1371,7511.8723,3219.4296
2026-05-15,South,Privatkunde,SELF_CONSUME,38410,30096,16841.3,3020.3237,1965.8483,-1054.4754,-738.0899,-316.3489
2026-05-15,West,Gewerbekunde,CHARGE,1422,4175.8,62.3,185.0327,3.5754,-181.4573,-127.0187,-54.441
2026-05-15,West,Gewerbekunde,DISCHARGE,2528,276.5,7330.9,37.132,1052.3631,1015.2311,710.6681,304.5756
2026-05-15,West,Gewerbekunde,SELF_CONSUME,3634,2874.1,1636.4,288.8732,190.3818,-98.4914,-68.9415,-29.5456
2026-05-15,West,Kleingewerbe,CHARGE,3852,11385.3,143.7,506.1338,7.9504,-498.1834,-348.7247,-149.4594
2026-05-15,West,Kleingewerbe,DISCHARGE,6848,791.2,19866.8,106.2525,2855.009,2748.7565,1924.1486,824.6494
2026-05-15,West,Kleingewerbe,SELF_CONSUME,9844,7927.1,4323.5,795.5968,503.3514,-292.2454,-204.5625,-87.6726
2026-05-15,West,Privatkunde,CHARGE,16290,48023.3,583.2,2133.6628,32.8401,-2100.8227,-1470.5694,-630.2745
2026-05-15,West,Privatkunde,DISCHARGE,28960,3120.9,84144.3,418.9963,12098.8474,11679.8511,8175.9797,3504.0536
2026-05-15,West,Privatkunde,SELF_CONSUME,41630,32777.8,18138.9,3287.6415,2115.5689,-1172.0726,-820.4192,-351.6249
2026-05-16,East,Gewerbekunde,CHARGE,528,1696.2,0,24.0329,0,-24.0329,-16.8212,-7.2105
2026-05-16,East,Gewerbekunde,DISCHARGE,704,95.3,1872.2,12.9698,259.85,246.8802,172.8142,74.0727
2026-05-16,East,Gewerbekunde,MAX_CHARGE,924,3837.1,0,-4.8058,0,4.8058,3.3599,1.4407
2026-05-16,East,Gewerbekunde,SELF_CONSUME,2068,1554.2,652.6,164.9815,71.8793,-93.1022,-65.1693,-27.9311
2026-05-16,East,Kleingewerbe,CHARGE,1812,5950.4,0,82.684,0,-82.684,-57.8761,-24.8068
2026-05-16,East,Kleingewerbe,DISCHARGE,2416,328.9,6581.4,44.7357,913.7683,869.0326,608.3187,260.74
2026-05-16,East,Kleingewerbe,MAX_CHARGE,3171,13171.9,0,-16.4617,0,16.4617,11.5129,4.936
2026-05-16,East,Kleingewerbe,SELF_CONSUME,7097,5214.8,2281.8,551.0656,252.1626,-298.903,-209.2305,-89.6735
2026-05-16,East,Privatkunde,CHARGE,7356,24496.7,0,343.4928,0,-343.4928,-240.4333,-103.0544
2026-05-16,East,Privatkunde,DISCHARGE,9808,1404,26483.5,190.9686,3676.5479,3485.5793,2439.888,1045.8015
2026-05-16,East,Privatkunde,MAX_CHARGE,12873,53521.5,0,-66.8197,0,66.8197,46.7191,20.0291
2026-05-16,East,Privatkunde,SELF_CONSUME,28811,21288.6,9101.3,2252.0734,1005.0124,-1247.061,-872.948,-374.1314
2026-05-16,North,Gewerbekunde,CHARGE,804,2720.8,0,38.3266,0,-38.3266,-26.8274,-11.4995
2026-05-16,North,Gewerbekunde,DISCHARGE,1072,137.2,2865.6,18.6671,397.9075,379.2404,265.4652,113.7865
2026-05-16,North,Gewerbekunde,MAX_CHARGE,1407,5885.7,0,-7.381,0,7.381,5.1597,2.2123
2026-05-16,North,Gewerbekunde,SELF_CONSUME,3149,2289.5,1100.4,240.5871,122.3596,-118.2275,-82.7569,-35.469
2026-05-16,North,Kleingewerbe,CHARGE,1932,6547.4,0,91.4983,0,-91.4983,-64.0458,-27.4498
2026-05-16,North,Kleingewerbe,DISCHARGE,2576,414.3,7127.3,56.42,989.7862,933.3662,653.3535,280.0432
2026-05-16,North,Kleingewerbe,MAX_CHARGE,3381,14035.3,0,-17.5285,0,17.5285,12.2494,5.2551
2026-05-16,North,Kleingewerbe,SELF_CONSUME,7567,5885.4,2237.9,623.1951,246.8535,-376.3416,-263.4349,-112.9032
2026-05-16,North,Privatkunde,CHARGE,8232,27387,0,386.037,0,-386.037,-270.2102,-115.815
2026-05-16,North,Privatkunde,DISCHARGE,10976,1551.4,29964.7,211.1258,4159.7108,3948.585,2763.9893,1184.7162
2026-05-16,North,Privatkunde,MAX_CHARGE,14406,59741.9,0,-74.6905,0,74.6905,52.2256,22.3883
2026-05-16,North,Privatkunde,SELF_CONSUME,32242,24340.5,10033.7,2570.3168,1107.8869,-1462.4299,-1023.6933,-438.7383
2026-05-16,South,Gewerbekunde,CHARGE,900,3075.8,0,42.74,0,-42.74,-29.9169,-12.8222
2026-05-16,South,Gewerbekunde,DISCHARGE,1200,212.6,3315.3,28.9173,460.2939,431.3766,301.9616,129.4291
2026-05-16,South,Gewerbekunde,MAX_CHARGE,1575,6553.9,0,-8.1634,0,8.1634,5.7061,2.4458
2026-05-16,South,Gewerbekunde,SELF_CONSUME,3525,2675.3,1137.1,283.5167,124.5171,-158.9996,-111.2971,-47.7003
2026-05-16,South,Kleingewerbe,CHARGE,2544,8475.7,0,118.8603,0,-118.8603,-83.1952,-35.6586
2026-05-16,South,Kleingewerbe,DISCHARGE,3392,511.2,9161.2,69.5615,1271.9081,1202.3466,841.6353,360.7462
2026-05-16,South,Kleingewerbe,MAX_CHARGE,4452,18521.7,0,-23.1215,0,23.1215,16.1683,6.9323
2026-05-16,South,Kleingewerbe,SELF_CONSUME,9964,7707,2981.2,814.156,330.0973,-484.0587,-338.8368,-145.2176
2026-05-16,South,Privatkunde,CHARGE,10020,33506.7,0,469.7646,0,-469.7646,-328.8174,-140.9315
2026-05-16,South,Privatkunde,DISCHARGE,13360,1962.5,36145.8,266.9851,5018.7243,4751.7392,3326.1891,1425.6881
2026-05-16,South,Privatkunde,MAX_CHARGE,17535,72943.2,0,-91.1407,0,91.1407,63.7194,27.3171
2026-05-16,South,Privatkunde,SELF_CONSUME,39245,29777.6,12250.6,3147.1796,1353.9236,-1793.256,-1255.2783,-538.0036
2026-05-16,West,Gewerbekunde,CHARGE,948,3112.3,0,44.0622,0,-44.0622,-30.8424,-13.2207
2026-05-16,West,Gewerbekunde,DISCHARGE,1264,173,3356.2,23.5538,465.6833,442.1295,309.4883,132.6552
2026-05-16,West,Gewerbekunde,MAX_CHARGE,1659,6919.8,0,-8.7033,0,8.7033,6.085,2.6084
2026-05-16,West,Gewerbekunde,SELF_CONSUME,3713,2710.5,1200.6,286.568,132.15,-154.418,-108.0915,-46.3277
2026-05-16,West,Kleingewerbe,CHARGE,2568,8481.7,0,118.1201,0,-118.1201,-82.6777,-35.4365
2026-05-16,West,Kleingewerbe,DISCHARGE,3424,515.2,8972.1,70.1159,1245.5008,1175.3849,822.761,352.6567
2026-05-16,West,Kleingewerbe,MAX_CHARGE,4494,18665.8,0,-23.3354,0,23.3354,16.3163,6.9958
2026-05-16,West,Kleingewerbe,SELF_CONSUME,10058,7435.7,3214.3,787.0651,352.4777,-434.5874,-304.2078,-130.376
2026-05-16,West,Privatkunde,CHARGE,10860,36402.7,0,512.0283,0,-512.0283,-358.3944,-153.6114
2026-05-16,West,Privatkunde,DISCHARGE,14480,2075,39183.5,282.3674,5439.5816,5157.2142,3610.0184,1547.3518
2026-05-16,West,Privatkunde,MAX_CHARGE,19005,79112.1,0,-98.9542,0,98.9542,69.1909,29.6635
2026-05-16,West,Privatkunde,SELF_CONSUME,42535,31826.2,13093.3,3363.979,1444.3137,-1919.6653,-1343.7691,-575.9056
2026-05-17,East,Gewerbekunde,CHARGE,1584,4857.9,41.2,57.3408,2.6848,-54.656,-38.2597,-16.3974
2026-05-17,East,Gewerbekunde,DISCHARGE,1056,43.4,3408.4,6.1411,508.0912,501.9501,351.3665,150.5844
2026-05-17,East,Gewerbekunde,SELF_CONSUME,1584,1100.3,838,116.1333,97.2833,-18.85,-13.1939,-5.654
2026-05-17,East,Kleingewerbe,CHARGE,5436,16810.5,90.2,198.9052,5.8744,-193.0308,-135.1161,-57.9096
2026-05-17,East,Kleingewerbe,DISCHARGE,3624,158.4,11735.6,22.4136,1749.5643,1727.1507,1209.0095,518.1443
2026-05-17,East,Kleingewerbe,SELF_CONSUME,5436,3719.9,2637.4,390.7202,308.8792,-81.841,-57.2869,-24.5482
2026-05-17,East,Privatkunde,CHARGE,22068,68376.8,438,806.4491,28.4779,-777.9712,-544.5732,-233.3903
2026-05-17,East,Privatkunde,DISCHARGE,14712,752.2,47145,106.4363,7030.3745,6923.9382,4846.776,2077.1768
2026-05-17,East,Privatkunde,SELF_CONSUME,22068,15292.6,10776.6,1613.5128,1252.9739,-360.5389,-252.3714,-108.1501
2026-05-17,North,Gewerbekunde,CHARGE,2412,7404.5,43.9,86.5747,2.854,-83.7207,-58.602,-25.1176
2026-05-17,North,Gewerbekunde,DISCHARGE,1608,75,5239.8,10.6125,781.5932,770.9807,539.6885,231.2925
2026-05-17,North,Gewerbekunde,SELF_CONSUME,2412,1670.1,1141.9,176.3829,133.3756,-43.0073,-30.1046,-12.9019
2026-05-17,North,Kleingewerbe,CHARGE,5796,18147.9,100.3,216.7119,6.4818,-210.2301,-147.1603,-63.0699
2026-05-17,North,Kleingewerbe,DISCHARGE,3864,205.2,12571,29.0358,1874.4785,1845.4427,1291.8138,553.6317
2026-05-17,North,Kleingewerbe,SELF_CONSUME,5796,4087.7,2856.7,431.7992,332.9263,-98.8729,-69.2056,-29.6577
2026-05-17,North,Privatkunde,CHARGE,24696,76398.6,443.7,907.5934,28.9418,-878.6516,-615.0472,-263.5951
2026-05-17,North,Privatkunde,DISCHARGE,16464,795,53175.2,112.4925,7928.3422,7815.8497,5471.1214,2344.7457
2026-05-17,North,Privatkunde,SELF_CONSUME,24696,17051.2,11991.9,1792.2814,1401.0342,-391.2472,-273.8757,-117.3591
2026-05-17,South,Gewerbekunde,CHARGE,2700,8485.7,57.5,101.2237,3.7305,-97.4932,-68.2458,-29.2489
2026-05-17,South,Gewerbekunde,DISCHARGE,1800,80.4,5848.4,11.3766,871.7854,860.4088,602.2899,258.1209
2026-05-17,South,Gewerbekunde,SELF_CONSUME,2700,1847.5,1297.3,194.4337,150.409,-44.0247,-30.8144,-13.2047
2026-05-17,South,Kleingewerbe,CHARGE,7632,23931,131.6,283.3592,8.5683,-274.7909,-192.3527,-82.4375
2026-05-17,South,Kleingewerbe,DISCHARGE,5088,240.4,16704.2,34.0166,2490.9757,2456.9591,1719.8761,737.0878
2026-05-17,South,Kleingewerbe,SELF_CONSUME,7632,5444.2,3702.2,574.827,432.2696,-142.5574,-99.7854,-42.7586
2026-05-17,South,Privatkunde,CHARGE,30060,93544.9,565.4,1101.2616,36.7385,-1064.5231,-745.1602,-319.3631
2026-05-17,South,Privatkunde,DISCHARGE,20040,1006,64940.8,142.349,9682.7706,9540.4216,6678.3222,2862.1193
2026-05-17,South,Privatkunde,SELF_CONSUME,30060,20744.3,14906.6,2186.8385,1737.709,-449.1295,-314.3907,-134.7181
2026-05-17,West,Gewerbekunde,CHARGE,2844,8873.5,43.7,102.3927,2.8408,-99.5519,-69.6862,-29.8662
2026-05-17,West,Gewerbekunde,DISCHARGE,1896,79.2,6009.8,11.2068,895.9395,884.7327,619.3155,265.4194
2026-05-17,West,Gewerbekunde,SELF_CONSUME,2844,1974.1,1391.7,207.6855,163.0805,-44.605,-31.2214,-13.3804
2026-05-17,West,Kleingewerbe,CHARGE,7704,23757.9,126.2,280.7109,8.1926,-272.5183,-190.7614,-81.7577
2026-05-17,West,Kleingewerbe,DISCHARGE,5136,236.6,16641.4,33.4789,2480.7351,2447.2562,1713.0877,734.1746
2026-05-17,West,Kleingewerbe,SELF_CONSUME,7704,5469.9,3665.2,578.4746,427.5323,-150.9423,-105.6555,-45.2787
2026-05-17,West,Privatkunde,CHARGE,32580,101215.3,575.7,1199.0127,37.5339,-1161.4788,-813.0256,-348.4562
2026-05-17,West,Privatkunde,DISCHARGE,21720,1065,70121.4,150.6975,10452.8656,10302.1681,7211.5455,3090.651
2026-05-17,West,Privatkunde,SELF_CONSUME,32580,23194.1,15745.3,2447.958,1839.0793,-608.8787,-426.2122,-182.6611
2026-05-18,East,Gewerbekunde,DISCHARGE,2244,72.3,7466.2,9.7781,1260.819,1251.0409,875.7338,375.3182
2026-05-18,East,Gewerbekunde,SELF_CONSUME,1980,1069.7,1163,115.8802,136.7292,20.849,14.5951,6.2527
2026-05-18,East,Kleingewerbe,DISCHARGE,7701,253.6,25322.1,34.3103,4274.1783,4239.868,2967.9221,1271.9768
2026-05-18,East,Kleingewerbe,SELF_CONSUME,6795,3494.8,4341.5,381.3563,507.1556,125.7993,88.0634,37.735
2026-05-18,East,Privatkunde,DISCHARGE,31263,1094,104162,148.147,17504.0235,17355.8765,12149.1673,5206.8421
2026-05-18,East,Privatkunde,SELF_CONSUME,27585,14611.2,17181.2,1596.8543,2005.9564,409.1021,286.3736,122.7245
2026-05-18,North,Gewerbekunde,DISCHARGE,3417,111.5,11479.9,15.0793,1937.495,1922.4157,1345.6975,576.7325
